Date,Close,High,Low,Open,Volume,Symbol,Revenue,daily_return,Price_change,Volatility,Average_price,Net_Profit,Operating_Margin,Price_Change
2015-01-01,386.3263854980469,387.81345552523646,382.9022000935607,385.25998199808805,2002764,Infosys,773720577.1256104,0.2768010044614798,4.911255431675784,1.2712710330008286,385.79318374806746,154744115.42512208,20.0,1.0664034999588239
2015-01-02,393.918212890625,395.06288806938414,385.85671302452425,385.85671302452425,6778320,Infosys,2670103700.8007812,2.0892470168293724,9.20617504485989,2.337077785082273,389.8874629575746,534020740.16015625,20.0,8.061499866100746
2015-01-05,390.533203125,397.2054675316152,386.9329123368321,393.27255117694216,9937024,Infosys,3880737812.25,-0.6965520588060732,10.272555194783138,2.6303922720484145,391.9028771509711,776147562.45,20.0,-2.7393480519421587
2015-01-06,382.3738708496094,388.4004465261182,378.44095422858055,387.42210786988113,9667316,Infosys,3696529039.6463623,-1.3030327690972265,9.959492297537622,2.6046477170127473,384.8979893597452,739305807.9292725,20.0,-5.048237020271756
2015-01-07,384.203369140625,386.3948380960575,381.5520619254651,384.48707778643023,7249916,Infosys,2785442153.1865234,-0.07378886370865881,4.842776170592401,1.260472072752663,384.34522346352765,557088430.6373047,20.0,-0.283708645805234
2015-01-08,386.1405029296875,390.7484878918148,381.5521038502949,388.51787081533774,13564920,Infosys,5237965031.000977,-0.6119069582722504,9.196384041519934,2.381616010686791,387.32918687251265,1047593006.2001953,20.0,-2.3773678856502443
2015-01-09,405.90289306640625,412.6632223609256,374.32214209916555,387.4416484220404,44863328,Infosys,18210154627.78711,4.764909688866498,38.341080261760055,9.445875089017266,396.6722707442233,3642030925.557422,20.0,18.461244644365877
2015-01-12,414.0230712890625,414.65899133100123,406.0104883147218,409.3368393033243,12758888,Infosys,5282473995.993164,1.1448351420590344,8.648503016279449,2.088893981041274,411.6799552961934,1056494799.1986328,20.0,4.686231985738175
2015-01-13,408.73028564453125,412.42843425501013,406.01052341513116,412.42843425501013,8801236,Infosys,3597331704.3049316,-0.8966764420981377,6.417910839878971,1.5702068247177958,410.5793599497707,719466340.8609864,20.0,-3.6981486104788814
2015-01-14,416.508056640625,417.35923029722613,409.45427382921366,410.6086942235017,9921260,Infosys,4132284722.026367,1.436735875327614,7.904956468012472,1.897912019222498,413.5583754320634,826456944.4052734,20.0,5.899362417123314
2015-01-15,417.603759765625,421.2334049030086,413.2990706641403,417.7896345136483,8342452,Infosys,3483839320.864258,-0.04449003342069202,7.934334238868303,1.8999671466850179,417.6966971396366,696767864.1728516,20.0,-0.18587474802330917
2015-01-16,414.48291015625,422.64224392233,413.2501940573893,420.29423145609485,6690960,Infosys,2773288572.5390625,-1.3826792910556318,9.392049864940702,2.265967940970142,417.3885708061724,554657714.5078125,20.0,-5.811321299844849
2015-01-19,411.3913879394531,417.2320885838921,409.84563203468196,414.8155730947161,4087744,Infosys,1681662677.7011719,-0.8254716981132082,7.386456549210152,1.7954815695600461,413.1034805170846,336332535.5402344,20.0,-3.4241851552629896
2015-01-20,415.63739013671875,417.35927574639487,411.18594919755776,412.271914673068,6804504,Infosys,2828206283.7348633,0.8163242131881733,6.17332654883711,1.4852673737573203,413.9546524048934,565641256.7469727,20.0,3.365475463650739
2015-01-21,424.579345703125,425.7631449051724,414.42421064119685,417.06572473168603,8494908,Infosys,3606762480.448242,1.8015436239150941,11.338934263975545,2.6706278528923004,420.8225352174055,721352496.0896485,20.0,7.513620971438968
2015-01-22,429.7743835449219,431.05601675299687,422.89668182292746,425.5381962242735,9958396,Infosys,4279863501.996216,0.9954893258079556,8.159334930069406,1.8985158823958983,427.6562898845977,855972700.3992432,20.0,4.236187320648355
2015-01-23,433.4136962890625,435.36058011571896,423.64010540414597,430.4688882043064,9486328,Infosys,4111504482.6904297,0.6840931285511329,11.72047471157299,2.7042234271609393,431.94129224668444,822300896.5380859,20.0,2.9448080847561187
2015-01-27,418.0440979003906,434.5780207988615,416.7918435582687,434.5780207988615,13739968,Infosys,5743912527.740234,-3.804592525889235,17.786177240592792,4.254617474549489,426.311059349626,1148782505.5480468,20.0,-16.53392289847085
2015-01-28,419.6192321777344,421.62482637320306,416.8309670767169,420.6856117324563,13134356,Infosys,5511428379.869019,-0.2534861010174348,4.7938592964861755,1.1424307869796786,420.15242195509535,1102285675.9738038,20.0,-1.066379554721948
2015-01-29,419.8051452636719,420.66606423014304,416.3027117499811,419.7073113915526,15369424,Infosys,6452163274.938965,0.02331002331003243,4.36335248016195,1.0393756554416238,419.75622832761223,1290432654.987793,20.0,0.0978338721192813
2015-01-30,419.1007080078125,423.141275451042,416.1754848851264,422.9358147724975,10833744,Infosys,4540429780.775391,-0.9067822186560295,6.965790565915597,1.6620803622659945,421.018261390155,908085956.1550782,20.0,-3.8351067646850083
2015-02-02,418.1126403808594,421.07698761205035,415.99941917890305,419.02247628773506,8702540,Infosys,3638641977.420044,-0.21713296024982615,5.077568433147292,1.214402039728368,418.56755833429725,727728395.4840088,20.0,-0.9098359068756849
2015-02-03,414.99169921875,418.71917929673367,411.29359796463905,418.11263795248783,5265956,Infosys,2185328028.451172,-0.7464349197912735,7.425581332094623,1.7893324965472281,416.5521685856189,437065605.6902344,20.0,-3.1209387337378303
2015-02-04,419.2865905761719,420.6855956582084,416.067818383738,418.7093325890337,5160016,Infosys,2163525515.958496,0.13786604267184205,4.617777274470427,1.1013415115720269,418.9979615826028,432705103.19169927,20.0,0.5772579871381822
2015-02-05,429.2558288574219,434.38231327076426,420.2942382457665,420.8421173841593,11875936,Infosys,5097814751.137695,1.9992560453692108,14.08807502499775,3.2819764061205396,425.0489731207906,1019562950.2275391,20.0,8.413711473262595
2015-02-06,436.4368896484375,439.8219510702321,428.2188446516949,431.4473623289866,7453728,Infosys,3253081864.6054688,1.156462585034015,11.603106418537209,2.658598916302388,433.94212598871206,650616372.9210938,20.0,4.989527319450872
2015-02-09,440.0370178222656,441.03494207888536,430.4688875659041,430.4688875659041,6536868,Infosys,2876463900.617798,2.2227228338068166,10.566054512981282,2.4011740115121394,435.25295269408485,575292780.1235596,20.0,9.568130256361542
2015-02-10,445.7897644042969,449.64440883368337,438.49134908454505,438.88268451433936,8516920,Infosys,3796755760.250244,1.5737872861402085,11.153059749138322,2.5018653723559607,442.33622445931815,759351152.0500488,20.0,6.907079889957515
2015-02-11,447.0713806152344,448.7051773106914,441.4752650722383,446.2202069793859,5796972,Infosys,2591660275.4278564,0.1907519252905048,7.229912238453096,1.6171717877587466,446.64579379731015,518332055.0855713,20.0,0.8511736358484541
2015-02-12,452.2272644042969,454.33069257799565,444.75276640161405,446.7094437724967,6287536,Infosys,2843395205.123535,1.2352146812034595,9.577926176381595,2.1179453187101096,449.4683540883968,568679041.0247071,20.0,5.517820631800191
2015-02-13,449.2726135253906,455.2600163291673,447.2963506980352,449.95745045778045,5657516,Infosys,2541766999.381714,-0.15220037621181395,7.9636656311320735,1.77256867910156,449.6150319915855,508353399.8763428,20.0,-0.6848369323898282
2015-02-16,445.8778991699219,451.38592739542696,443.2363844628264,446.1811937459373,6244276,Infosys,2784184664.717163,-0.06797565210427649,8.149542932600582,1.8277521599012538,446.0295464579296,556836932.9434327,20.000000000000004,-0.3032945760154462
2015-02-18,449.3509216308594,451.0043043205253,441.84704541641594,448.1867082440792,8613764,Infosys,3870602792.110718,0.25976080177418504,9.15725890410937,2.0378858623176552,448.7688149374693,774120558.4221436,20.0,1.1642133867801476
2015-02-19,454.86871337890625,456.6884326259763,448.4801817907493,448.86172426906154,9673624,Infosys,4400228902.591309,1.3382716291139887,8.208250835226977,1.8045318558521068,451.8652188239839,880045780.5182618,20.0,6.00698910984471
2015-02-20,446.72906494140625,457.0798699428054,445.51588665927545,455.6123617987253,6971628,Infosys,3114428857.559326,-1.9497488659544795,11.563983283529922,2.5885898615185634,451.17071337006576,622885771.5118653,20.0,-8.883296857319067
2015-02-23,443.3048095703125,451.83589357760593,439.8806244391828,450.0357600913286,5090488,Infosys,2256637813.459961,-1.4956479279891322,11.955269138423148,2.696850762799343,446.67028483082055,451327562.6919922,20.0,-6.730950521016098
2015-02-24,444.7135925292969,449.2432810266637,441.739452813223,445.9267228090909,6437676,Infosys,2862922021.499634,-0.27204700183742786,7.50382821344067,1.6873395235713047,445.3201576691939,572584404.2999268,20.0,-1.2131302797940293
2015-02-25,453.4795227050781,456.8449979032628,446.12239739426036,447.8638209776676,6044972,Infosys,2741271017.3255615,1.253885994888284,10.722600509002461,2.3645170227401735,450.67167184137287,548254203.4651123,20.0,5.61570172741051
2015-02-26,441.83734130859375,451.7968101327491,439.35232280263864,451.5033085237413,6445776,Infosys,2847984530.510742,-2.140840838299033,12.444487330110462,2.816531371760818,446.6703249161675,569596906.1021484,20.0,-9.665967215147532
2015-02-27,443.334228515625,446.24965903996554,440.5459629274764,445.1245694166775,7801076,Infosys,3458484010.051758,-0.40221120649410363,5.703696112489126,1.286545397495313,444.2293989661513,691696802.0103517,20.000000000000004,-1.7903409010525024
2015-03-02,448.4117431640625,451.6989706985435,445.74089766317127,450.6227981454389,7040992,Infosys,3157263496.3242188,-0.4906664710432068,5.9580730353722515,1.328705843725494,449.5172706547507,631452699.2648438,20.0,-2.2110549813763782
2015-03-03,449.6151428222656,450.61301965032294,445.7898288885999,448.0791319299609,4905552,Infosys,2205610463.102051,0.3427990242903813,4.823190761723026,1.0727376154298367,448.84713737611327,441122092.6204102,20.0,1.5360108923047164
2015-03-04,445.07568359375,452.75564373313443,440.6242417295208,450.03588077921506,4375228,Infosys,1947307592.9785156,-1.1021781589673971,12.13140200361363,2.7256941798435257,447.55578218648253,389461518.5957031,20.0,-4.960197185465063
2015-03-05,439.7828369140625,449.7912228293634,436.99457158494084,443.5885649495466,5684916,Infosys,2500128486.0981445,-0.8579409696724158,12.796651244422549,2.909765950444112,441.68570093180455,500025697.21962893,20.0,-3.805728035484094
2015-03-09,428.52203369140625,442.01331135188946,426.3598961645716,442.01331135188946,7984720,Infosys,3421628452.8564453,-3.0522333409417888,15.653415187317876,3.6528845558943766,435.26767252164785,684325690.5712891,20.0,-13.491277660483206
2015-03-10,430.07769775390625,431.82891449412915,422.6814475378074,430.09728363632235,6329916,Infosys,2722355700.255615,-0.004553826113595336,9.14746695632175,2.1269335759781716,430.0874906951143,544471140.051123,20.0,-0.019585882416095046
2015-03-11,426.9861145019531,438.29571894672034,424.42289587930685,429.3145891711229,6780912,Infosys,2895355267.659668,-0.5423702636487094,13.872823067413492,3.2490103533214625,428.150351836538,579071053.5319337,20.0,-2.3284746691697933
2015-03-12,434.04962158203125,435.64429405661554,425.96853689078887,426.35987224852045,5688564,Infosys,2469119051.545166,1.8035818645307535,9.675757165826667,2.2291822604430127,430.20474691527585,493823810.3090332,20.0,7.689749333510804
2015-03-13,434.46063232421875,436.3390617430392,428.9819355848443,435.3607230395795,6179684,Infosys,2684829418.2038574,-0.20674596207865364,7.357126158194944,1.693393051249957,434.91067768189913,536965883.6407715,20.0,-0.9000907153607614
2015-03-16,443.51031494140625,446.5138342051731,432.53338212299684,432.53338212299684,6818632,Infosys,3024133625.789551,2.5378232691616773,13.98045208217627,3.15222704212038,438.02184853220155,604826725.1579102,20.0,10.97693281840941
2015-03-17,438.3935546875,446.0245962553699,433.8442799066545,443.510246784446,5539312,Infosys,2428398678.203125,-1.1536806948753096,12.180316348715394,2.7783976790894855,440.951900735973,485679735.640625,20.0,-5.116692096945997
2015-03-18,436.2411804199219,442.7667179703512,434.88129932412477,441.1328734051195,4905564,Infosys,2140009029.9854736,-1.1088933244621888,7.885418646226412,1.8075823650201888,438.68702691252065,428001805.99709475,20.0,-4.891692985197608
2015-03-19,436.4271240234375,440.0567703449339,434.92049190048994,437.23917384930337,6891740,Infosys,3007742267.717285,-0.18572211147433623,5.136278444443974,1.1768925810780129,436.83314893637043,601548453.543457,20.0,-0.8120498258658699
